information_action_id,information_action_type,sending_agent_id,receiving_agent_id,information_packet_id,endorsed_agent_id,change_in_amplification,tick,simulation_id
InfoAct_id_670,amplify,B-ID-49,B-ID-22,IP-5,0,+ 0.1,8,1
InfoAct_id_671,amplify,B-ID-62,B-ID-52,IP-4,0,+ 0.1,8,1
InfoAct_id_672,refute,B-ID-33,B-ID-32,IP-5,0,- 0.1,8,1
InfoAct_id_673,refute,B-ID-33,B-ID-42,IP-4,0,- 0.1,8,1
InfoAct_id_674,refute,B-ID-38,B-ID-24,IP-3,0,- 0.1,8,1
InfoAct_id_675,refute,B-ID-38,B-ID-78,IP-5,0,- 0.1,8,1
InfoAct_id_676,amplify,B-ID-38,Sonata Patkauskait?,IP-4,0,+ 0.1,8,1
InfoAct_id_677,amplify,B-ID-2,B-ID-1,IP-4,0,+ 0.1,8,1
InfoAct_id_678,refute,B-ID-102,B-ID-2,IP-4,0,- 0.1,8,1
InfoAct_id_679,amplify,B-ID-102,B-ID-87,IP-3,0,+ 0.1,8,1
InfoAct_id_680,refute,B-ID-66,Astchiek Melkonian,IP-5,0,- 0.1,8,1
InfoAct_id_681,refute,MG Arkady Vilktotovich Bakhin,MG Ruslan Khazhismelovich Tsalikov,IP-3,0,- 0.1,8,1
InfoAct_id_682,refute,B-ID-65,Gitanas Nauseda,IP-3,0,- 0.1,8,1
InfoAct_id_683,amplify,B-ID-71,B-ID-12,IP-5,0,+ 0.1,8,1
InfoAct_id_684,amplify,B-ID-67,B-ID-30,IP-5,0,+ 0.1,8,1
InfoAct_id_685,refute,COL-GEN Anatoly Alekseyevich Sidorov,GEN Vladimir Sergeyevich Mikhaylov,IP-3,0,- 0.1,8,1
InfoAct_id_686,amplify,B-ID-69,B-ID-39,IP-4,0,+ 0.1,8,1
InfoAct_id_687,amplify,COL-GEN Victor Borisovich Astapov,LTG Viktor Nikolaevich Samsonov,IP-5,0,+ 0.1,8,1
InfoAct_id_688,refute,Valdemar Tomasevski,Father Vytenis Vaskelis ROC,IP-4,0,- 0.1,8,1
InfoAct_id_689,amplify,B-ID-20,B-ID-47,IP-5,0,+ 0.1,8,1
InfoAct_id_690,amplify,B-ID-63,B-ID-30,IP-3,0,+ 0.1,8,1
InfoAct_id_691,amplify,MAJ Ganushevich Artem Romanovich,Audrius Ciuplys,IP-5,0,+ 0.1,8,1
InfoAct_id_692,amplify,Austeja Landsbergiene,B-ID-6,IP-5,0,+ 0.1,8,1
InfoAct_id_693,refute,Paulius Keras,Deacon John Stankevicius,IP-3,0,- 0.1,8,1
InfoAct_id_694,amplify,Paulius Keras,Deacon John Stankevicius,IP-4,0,+ 0.1,8,1
InfoAct_id_695,refute,GEN Alexey Fydorovich Maslov,B-ID-98,IP-4,0,- 0.1,8,1
InfoAct_id_696,amplify,Andrius Tapinas,Egle Juzu,IP-4,0,+ 0.1,8,1
InfoAct_id_697,refute,B-ID-45,B-ID-73,IP-5,0,- 0.1,8,1
InfoAct_id_698,amplify,Karolina Meschino,Deacon Audrius Jesinskas ROC,IP-5,0,+ 0.1,8,1
InfoAct_id_699,amplify,B-ID-9,B-ID-6,IP-5,0,+ 0.1,8,1
InfoAct_id_700,refute,B-ID-9,Edvinas Regelskis,IP-3,0,- 0.1,8,1
InfoAct_id_701,amplify,B-ID-10,B-ID-72,IP-4,0,+ 0.1,8,1
InfoAct_id_702,refute,B-ID-48,Deacon Audrius Jesinskas ROC,IP-5,0,- 0.1,8,1
InfoAct_id_703,amplify,Bishop Ambrose of Trakai ROC,Deacon John Stankevicius,IP-4,0,+ 0.1,8,1
InfoAct_id_704,amplify,B-ID-37,B-ID-27,IP-3,0,+ 0.1,8,1
InfoAct_id_705,refute,GEN Nikolai Yegorovich Makarov,Maria Yakubovskaya,IP-5,0,- 0.1,8,1
InfoAct_id_706,amplify,GEN Nikolai Yegorovich Makarov,COL-GEN Alexander Zhuravlyov,IP-3,0,+ 0.1,8,1
InfoAct_id_707,amplify,Simonas Gurevicius,Egle Juzu,IP-5,0,+ 0.1,8,1
InfoAct_id_708,refute,Viktorija Smilyte-Nielsen,Paulius Keras,IP-3,0,- 0.1,8,1
InfoAct_id_709,amplify,Arvydas Giedraitis,Maria Yakubovskaya,IP-5,0,+ 0.1,8,1
InfoAct_id_710,amplify,Bishop K?stutis K?valas CATH,B-ID-38,IP-5,0,+ 0.1,8,1
InfoAct_id_711,amplify,Deacon John Stankevicius,LTG Viktor Nikolaevich Samsonov,IP-3,0,+ 0.1,8,1
InfoAct_id_712,amplify,Gitanas Nauseda,Bishop Ambrose of Trakai ROC,IP-3,0,+ 0.1,8,1
InfoAct_id_713,refute,B-ID-76,B-ID-38,IP-5,0,- 0.1,8,1
InfoAct_id_714,amplify,Egle Juzu,B-ID-21,IP-3,0,+ 0.1,8,1
InfoAct_id_715,refute,Sergey Kuzhugetovich Shoygu,GEN Nikolai Yegorovich Makarov,IP-4,0,- 0.1,8,1
