information_action_id,information_action_type,sending_agent_id,receiving_agent_id,information_packet_id,endorsed_agent_id,change_in_amplification,tick,simulation_id
InfoAct_id_716,amplify,B-ID-20,B-ID-68,IP-4,0,+ 0.1,9,1
InfoAct_id_717,refute,B-ID-43,B-ID-22,IP-4,0,- 0.1,9,1
InfoAct_id_718,refute,Archbishop Innokenty of Vilnius ROC,Bishop K?stutis K?valas CATH,IP-4,0,- 0.1,9,1
InfoAct_id_719,amplify,B-ID-101,B-ID-78,IP-3,0,+ 0.1,9,1
InfoAct_id_720,amplify,B-ID-101,B-ID-98,IP-5,0,+ 0.1,9,1
InfoAct_id_721,refute,B-ID-66,B-ID-20,IP-5,0,- 0.1,9,1
InfoAct_id_722,refute,COL Maximov Sergei Viktorovich,LTC Lapin Denis Alexandrovich,IP-5,0,- 0.1,9,1
InfoAct_id_723,amplify,Tadas Maroscikas,Edvinas Regelskis,IP-5,0,+ 0.1,9,1
InfoAct_id_724,amplify,LTG Viktor Nikolaevich Samsonov,Arvydas Giedraitis,IP-4,0,+ 0.1,9,1
InfoAct_id_725,refute,B-ID-74,B-ID-66,IP-5,0,- 0.1,9,1
InfoAct_id_726,amplify,B-ID-24,B-ID-13,IP-5,0,+ 0.1,9,1
InfoAct_id_727,amplify,COL-GEN Anatoly Alekseyevich Sidorov,Sergey Kuzhugetovich Shoygu,IP-4,0,+ 0.1,9,1
InfoAct_id_728,refute,COL-GEN Victor Borisovich Astapov,Virgis Bagdonas,IP-4,0,- 0.1,9,1
InfoAct_id_729,refute,Arvydas Sabonis,GEN Vladimir Sergeyevich Mikhaylov,IP-3,0,- 0.1,9,1
InfoAct_id_730,refute,Astchiek Melkonian,Deacon John Stankevicius,IP-4,0,- 0.1,9,1
InfoAct_id_731,amplify,B-ID-18,Bishop Ambrose of Trakai ROC,IP-5,0,+ 0.1,9,1
InfoAct_id_732,amplify,B-ID-90,B-ID-86,IP-4,0,+ 0.1,9,1
InfoAct_id_733,amplify,B-ID-26,Viktorija Smilyte-Nielsen,IP-3,0,+ 0.1,9,1
InfoAct_id_734,amplify,Deacon Audrius Jesinskas ROC,Rolandas Mackevicius,IP-4,0,+ 0.1,9,1
InfoAct_id_735,refute,Deacon Audrius Jesinskas ROC,Gintare Guzevi?i?t?,IP-5,0,- 0.1,9,1
InfoAct_id_736,refute,Deacon Audrius Jesinskas ROC,Arvydas Giedraitis,IP-4,0,- 0.1,9,1
InfoAct_id_737,refute,Paulius Keras,B-ID-54,IP-3,0,- 0.1,9,1
InfoAct_id_738,refute,B-ID-44,B-ID-78,IP-4,0,- 0.1,9,1
InfoAct_id_739,amplify,B-ID-5,B-ID-45,IP-3,0,+ 0.1,9,1
InfoAct_id_740,refute,B-ID-34,B-ID-12,IP-3,0,- 0.1,9,1
InfoAct_id_741,amplify,B-ID-28,B-ID-77,IP-4,0,+ 0.1,9,1
InfoAct_id_742,refute,B-ID-61,B-ID-40,IP-3,0,- 0.1,9,1
InfoAct_id_743,refute,B-ID-76,B-ID-7,IP-4,0,- 0.1,9,1
InfoAct_id_744,refute,B-ID-76,B-ID-38,IP-5,0,- 0.1,9,1
InfoAct_id_745,amplify,B-ID-76,B-ID-45,IP-4,0,+ 0.1,9,1
InfoAct_id_746,amplify,Gintare Guzevi?i?t?,Father Vytenis Vaskelis ROC,IP-4,0,+ 0.1,9,1
InfoAct_id_747,amplify,Father James Karklys ROC,MG Ruslan Khazhismelovich Tsalikov,IP-4,0,+ 0.1,9,1
InfoAct_id_748,refute,Bishop K?stutis K?valas CATH,B-ID-38,IP-3,0,- 0.1,9,1
InfoAct_id_749,refute,Bishop K?stutis K?valas CATH,Paulius Keras,IP-5,0,- 0.1,9,1
InfoAct_id_750,refute,B-ID-38,B-ID-48,IP-5,0,- 0.1,9,1
InfoAct_id_751,amplify,Bishop Ambrose of Trakai ROC,Edvinas Regelskis,IP-3,0,+ 0.1,9,1
InfoAct_id_752,refute,Bishop Ambrose of Trakai ROC,Gintare Guzevi?i?t?,IP-3,0,- 0.1,9,1
InfoAct_id_753,refute,Deacon John Stankevicius,Andrius Tapinas,IP-4,0,- 0.1,9,1
InfoAct_id_754,refute,Egle Juzu,Maria Yakubovskaya,IP-5,0,- 0.1,9,1
InfoAct_id_755,amplify,Egle Juzu,Astchiek Melkonian,IP-5,0,+ 0.1,9,1
InfoAct_id_756,refute,B-ID-58,B-ID-10,IP-4,0,- 0.1,9,1
