triad_id~triad_stack_id~topic_id~stance~tick~simulation_id
Triad_ID_340~TS-B-ID-4~NATO military actions in Lithuania~-95.60160775749883~3~1
Triad_ID_341~TS-B-ID-4~NATO military actions in Lithuania~-58.19726431272529~3~1
Triad_ID_342~TS-B-ID-4~NATO military actions in Lithuania~-58.19726431272529~3~1
Triad_ID_343~TS-B-ID-4~NATO military actions in Lithuania~-20.792920867951747~3~1
Triad_ID_344~TS-B-ID-4~NATO military actions in Lithuania~-20.792920867951747~3~1
Triad_ID_345~TS-B-ID-4~NATO military actions in Lithuania~-20.792920867951747~3~1
Triad_ID_346~TS-B-ID-4~NATO military actions in Lithuania~-20.792920867951747~3~1
Triad_ID_347~TS-B-ID-6~NATO military actions in Lithuania~-391.8731108882336~3~1
Triad_ID_348~TS-B-ID-6~NATO military actions in Lithuania~-220.00116318707168~3~1
Triad_ID_349~TS-B-ID-6~NATO military actions in Lithuania~-220.00116318707168~3~1
Triad_ID_350~TS-B-ID-6~NATO military actions in Lithuania~-48.12921548590977~3~1
Triad_ID_351~TS-B-ID-6~NATO military actions in Lithuania~-48.12921548590977~3~1
Triad_ID_352~TS-B-ID-6~NATO military actions in Lithuania~-48.12921548590977~3~1
Triad_ID_353~TS-B-ID-6~NATO military actions in Lithuania~-48.12921548590977~3~1
Triad_ID_430~TS-B-ID-9~NATO military actions in Lithuania~-933.7472963798267~3~1
Triad_ID_431~TS-B-ID-9~NATO military actions in Lithuania~-281.0638610083896~3~1
Triad_ID_432~TS-B-ID-9~NATO military actions in Lithuania~-281.0638610083896~3~1
Triad_ID_433~TS-B-ID-9~NATO military actions in Lithuania~371.6195743630477~3~1
Triad_ID_434~TS-B-ID-9~NATO military actions in Lithuania~371.6195743630477~3~1
Triad_ID_435~TS-B-ID-9~NATO military actions in Lithuania~1024.3030097344845~3~1
Triad_ID_436~TS-B-ID-9~NATO military actions in Lithuania~1024.3030097344845~3~1
