triad_id~triad_stack_id~topic_id~stance~tick~simulation_id
Triad_ID_1_367~TS-B-ID-18~NATO military actions in Lithuania~0.0063490543571297~5~Sim7
Triad_ID_1_368~TS-B-ID-18~Donovian military actions in Lithuania~-1.9968123776223905~5~Sim7
Triad_ID_1_369~TS-B-ID-18~IDPs migrate to Poland as result of war~-0.9968099816175936~5~Sim7
Triad_ID_1_370~TS-B-ID-18~Censorship of media by Donovia~0.0031876223776096~5~Sim7
Triad_ID_1_371~TS-B-ID-18~Low Morale of Donovian soldiers~-0.9968115792175937~5~Sim7
Triad_ID_1_372~TS-B-ID-18~Low Morale of Lithuanian civilians~-0.9968099816175936~5~Sim7
Triad_ID_1_175~TS-B-ID-23~NATO military actions in Lithuania~0.006349057517333975~5~Sim7
Triad_ID_1_176~TS-B-ID-23~Donovian military actions in Lithuania~-1.9968123792175938~5~Sim7
Triad_ID_1_177~TS-B-ID-23~IDPs migrate to Poland as result of war~-0.9968099816175936~5~Sim7
Triad_ID_1_178~TS-B-ID-23~Censorship of media by Donovia~0.0031896207776096006~5~Sim7
Triad_ID_1_179~TS-B-ID-23~Low Morale of Donovian soldiers~-0.9968107792223904~5~Sim7
Triad_ID_1_180~TS-B-ID-23~Low Morale of Lithuanian civilians~-0.9968103792223904~5~Sim7
Triad_ID_1_361~TS-B-ID-38~NATO military actions in Lithuania~0.023182485401359913~5~Sim7
Triad_ID_1_362~TS-B-ID-38~Donovian military actions in Lithuania~-1.988199737902333~5~Sim7
Triad_ID_1_363~TS-B-ID-38~IDPs migrate to Poland as result of war~-0.9882020968355121~5~Sim7
Triad_ID_1_364~TS-B-ID-38~Censorship of media by Donovia~0.011799078648838557~5~Sim7
Triad_ID_1_365~TS-B-ID-38~Low Morale of Donovian soldiers~-0.9881997103541295~5~Sim7
Triad_ID_1_366~TS-B-ID-38~Low Morale of Lithuanian civilians~-0.9881989301397969~5~Sim7
Triad_ID_1_253~TS-B-ID-47~NATO military actions in Lithuania~0.023183712164625395~5~Sim7
Triad_ID_1_254~TS-B-ID-47~Donovian military actions in Lithuania~-1.9882005244909522~5~Sim7
