identity_action_id~agent_id~identity_action_type~triad_id~change_in_stance~change_in_latitude~change_in_longitude~tick~simulation_id~topic
Identity_Act_id_1~B-ID-698~CREATE_by_info~Triad_ID_1_1~0~0~0~1~Sim1~NATO military actions in Lithuania
Identity_Act_id_2~B-ID-698~CREATE_by_info~Triad_ID_1_2~0~0~0~1~Sim1~Donovian military actions in Lithuania
Identity_Act_id_3~B-ID-698~CREATE_by_info~Triad_ID_1_3~0~0~0~1~Sim1~IDPs migrate to Poland as result of war
Identity_Act_id_4~B-ID-698~CREATE_by_info~Triad_ID_1_4~0~0~0~1~Sim1~Censorship of media by Donovia
Identity_Act_id_5~B-ID-698~CREATE_by_info~Triad_ID_1_5~0~0~0~1~Sim1~Low Morale of Donovian soldiers
Identity_Act_id_6~B-ID-698~CREATE_by_info~Triad_ID_1_6~0~0~0~1~Sim1~Low Morale of Lithuanian civilians
Identity_Act_id_7~B-ID-702~CREATE_by_info~Triad_ID_1_7~0~0~0~1~Sim1~NATO military actions in Lithuania
Identity_Act_id_8~B-ID-702~CREATE_by_info~Triad_ID_1_8~0~0~0~1~Sim1~Donovian military actions in Lithuania
Identity_Act_id_9~B-ID-702~CREATE_by_info~Triad_ID_1_9~0~0~0~1~Sim1~IDPs migrate to Poland as result of war
Identity_Act_id_10~B-ID-702~CREATE_by_info~Triad_ID_1_10~0~0~0~1~Sim1~Censorship of media by Donovia
Identity_Act_id_11~B-ID-702~CREATE_by_info~Triad_ID_1_11~0~0~0~1~Sim1~Low Morale of Donovian soldiers
Identity_Act_id_12~B-ID-702~CREATE_by_info~Triad_ID_1_12~0~0~0~1~Sim1~Low Morale of Lithuanian civilians
Identity_Act_id_13~B-ID-678~CREATE_by_info~Triad_ID_1_13~0~0~0~1~Sim1~NATO military actions in Lithuania
Identity_Act_id_14~B-ID-678~CREATE_by_info~Triad_ID_1_14~0~0~0~1~Sim1~Donovian military actions in Lithuania
Identity_Act_id_15~B-ID-678~CREATE_by_info~Triad_ID_1_15~0~0~0~1~Sim1~IDPs migrate to Poland as result of war
Identity_Act_id_16~B-ID-678~CREATE_by_info~Triad_ID_1_16~0~0~0~1~Sim1~Censorship of media by Donovia
Identity_Act_id_17~B-ID-678~CREATE_by_info~Triad_ID_1_17~0~0~0~1~Sim1~Low Morale of Donovian soldiers
Identity_Act_id_18~B-ID-678~CREATE_by_info~Triad_ID_1_18~0~0~0~1~Sim1~Low Morale of Lithuanian civilians
Identity_Act_id_19~B-ID-583~CREATE_by_info~Triad_ID_1_19~0~0~0~1~Sim1~NATO military actions in Lithuania
Identity_Act_id_20~B-ID-583~CREATE_by_info~Triad_ID_1_20~0~0~0~1~Sim1~Donovian military actions in Lithuania
Identity_Act_id_21~B-ID-583~CREATE_by_info~Triad_ID_1_21~0~0~0~1~Sim1~IDPs migrate to Poland as result of war
