triad_id~triad_stack_id~topic_id~stance~tick~simulation_id
Triad_ID_1_733~TS-B-ID-18~NATO military actions in Lithuania~0.006350253522130776~6~Sim4
Triad_ID_1_734~TS-B-ID-18~Donovian military actions in Lithuania~-1.9968123776223905~6~Sim4
Triad_ID_1_735~TS-B-ID-18~IDPs migrate to Poland as result of war~-0.9968111776223902~6~Sim4
Triad_ID_1_736~TS-B-ID-18~Censorship of media by Donovia~0.0031892199824064002~6~Sim4
Triad_ID_1_737~TS-B-ID-18~Low Morale of Donovian soldiers~-0.9968123792175936~6~Sim4
Triad_ID_1_738~TS-B-ID-18~Low Morale of Lithuanian civilians~-0.9968103792223904~6~Sim4
Triad_ID_1_499~TS-B-ID-23~NATO military actions in Lithuania~0.006346265523600004~6~Sim4
Triad_ID_1_500~TS-B-ID-23~Donovian military actions in Lithuania~-1.9968115792175938~6~Sim4
Triad_ID_1_501~TS-B-ID-23~IDPs migrate to Poland as result of war~-0.9968123792175936~6~Sim4
Triad_ID_1_502~TS-B-ID-23~Censorship of media by Donovia~0.0031888223776096003~6~Sim4
Triad_ID_1_503~TS-B-ID-23~Low Morale of Donovian soldiers~-0.9968123792175936~6~Sim4
Triad_ID_1_504~TS-B-ID-23~Low Morale of Lithuanian civilians~-0.9968107800175936~6~Sim4
Triad_ID_1_643~TS-B-ID-38~NATO military actions in Lithuania~0.03133955791302464~6~Sim4
Triad_ID_1_644~TS-B-ID-38~Donovian military actions in Lithuania~-1.9839661385430327~6~Sim4
Triad_ID_1_645~TS-B-ID-38~IDPs migrate to Poland as result of war~-0.983959014014729~6~Sim4
Triad_ID_1_646~TS-B-ID-38~Censorship of media by Donovia~0.01604019398944974~6~Sim4
Triad_ID_1_647~TS-B-ID-38~Low Morale of Donovian soldiers~-0.9839641354105098~6~Sim4
Triad_ID_1_648~TS-B-ID-38~Low Morale of Lithuanian civilians~-0.9839672871021362~6~Sim4
Triad_ID_1_745~TS-B-ID-47~NATO military actions in Lithuania~0.031333774600129836~6~Sim4
Triad_ID_1_746~TS-B-ID-47~Donovian military actions in Lithuania~-1.9839645207701246~6~Sim4
Triad_ID_1_747~TS-B-ID-47~IDPs migrate to Poland as result of war~-0.9839633206572816~6~Sim4
Triad_ID_1_748~TS-B-ID-47~Censorship of media by Donovia~0.016032722766163313~6~Sim4
Triad_ID_1_749~TS-B-ID-47~Low Morale of Donovian soldiers~-0.9839661165302617~6~Sim4
Triad_ID_1_750~TS-B-ID-47~Low Morale of Lithuanian civilians~-0.9839637271174055~6~Sim4
Triad_ID_1_109~TS-B-ID-71~NATO military actions in Lithuania~0.0063486623125020595~6~Sim4
Triad_ID_1_110~TS-B-ID-71~Donovian military actions in Lithuania~-1.9968115792175938~6~Sim4
Triad_ID_1_111~TS-B-ID-71~IDPs migrate to Poland as result of war~-0.9968119800175936~6~Sim4
Triad_ID_1_112~TS-B-ID-71~Censorship of media by Donovia~0.0031892207776096~6~Sim4
Triad_ID_1_113~TS-B-ID-71~Low Morale of Donovian soldiers~-0.9968127768223903~6~Sim4
Triad_ID_1_114~TS-B-ID-71~Low Morale of Lithuanian civilians~-0.9968103816175935~6~Sim4
Triad_ID_1_613~TS-B-ID-88~NATO military actions in Lithuania~0.0756871181697928~6~Sim4
Triad_ID_1_614~TS-B-ID-88~Donovian military actions in Lithuania~-1.9598568837846804~6~Sim4
Triad_ID_1_615~TS-B-ID-88~IDPs migrate to Poland as result of war~-0.9598559427644135~6~Sim4
Triad_ID_1_616~TS-B-ID-88~Censorship of media by Donovia~0.0401442175678154~6~Sim4
Triad_ID_1_617~TS-B-ID-88~Low Morale of Donovian soldiers~-0.9598595625786736~6~Sim4
Triad_ID_1_618~TS-B-ID-88~Low Morale of Lithuanian civilians~-0.9598614866709311~6~Sim4
Triad_ID_1_1045~TS-B-ID-114~NATO military actions in Lithuania~0.006350243990688119~6~Sim4
Triad_ID_1_1046~TS-B-ID-114~Donovian military actions in Lithuania~-1.9968111776223905~6~Sim4
Triad_ID_1_1047~TS-B-ID-114~IDPs migrate to Poland as result of war~-0.9968111776223902~6~Sim4
Triad_ID_1_1048~TS-B-ID-114~Censorship of media by Donovia~0.0031876207824063996~6~Sim4
Triad_ID_1_1049~TS-B-ID-114~Low Morale of Donovian soldiers~-0.9968111776223902~6~Sim4
Triad_ID_1_1050~TS-B-ID-114~Low Morale of Lithuanian civilians~-0.9968123776223903~6~Sim4
Triad_ID_1_55~TS-B-ID-130~NATO military actions in Lithuania~0.00635024478589132~6~Sim4
Triad_ID_1_56~TS-B-ID-130~Donovian military actions in Lithuania~-1.9968119768223904~6~Sim4
Triad_ID_1_57~TS-B-ID-130~IDPs migrate to Poland as result of war~-0.9968123776223903~6~Sim4
Triad_ID_1_58~TS-B-ID-130~Censorship of media by Donovia~0.0031880199824064~6~Sim4
Triad_ID_1_59~TS-B-ID-130~Low Morale of Donovian soldiers~-0.9968099816175936~6~Sim4
Triad_ID_1_60~TS-B-ID-130~Low Morale of Lithuanian civilians~-0.9968111776223902~6~Sim4
Triad_ID_1_637~TS-B-ID-134~NATO military actions in Lithuania~0.006348648766752023~6~Sim4
Triad_ID_1_638~TS-B-ID-134~Donovian military actions in Lithuania~-1.9968107800175938~6~Sim4
Triad_ID_1_639~TS-B-ID-134~IDPs migrate to Poland as result of war~-0.9968119800175936~6~Sim4
Triad_ID_1_640~TS-B-ID-134~Censorship of media by Donovia~0.0031880199824064~6~Sim4
Triad_ID_1_641~TS-B-ID-134~Low Morale of Donovian soldiers~-0.9968107800175936~6~Sim4
Triad_ID_1_642~TS-B-ID-134~Low Morale of Lithuanian civilians~-0.9968123776223903~6~Sim4
Triad_ID_1_685~TS-B-ID-138~NATO military actions in Lithuania~0.006346267102914853~6~Sim4
Triad_ID_1_686~TS-B-ID-138~Donovian military actions in Lithuania~-1.9968107800175938~6~Sim4
Triad_ID_1_687~TS-B-ID-138~IDPs migrate to Poland as result of war~-0.9968123792175936~6~Sim4
Triad_ID_1_688~TS-B-ID-138~Censorship of media by Donovia~0.0031876223776096~6~Sim4
Triad_ID_1_689~TS-B-ID-138~Low Morale of Donovian soldiers~-0.9968111776223902~6~Sim4
Triad_ID_1_690~TS-B-ID-138~Low Morale of Lithuanian civilians~-0.9968103816175935~6~Sim4
Triad_ID_1_403~TS-B-ID-142~NATO military actions in Lithuania~0.019076303324207466~6~Sim4
Triad_ID_1_404~TS-B-ID-142~Donovian military actions in Lithuania~-1.9903241582360514~6~Sim4
Triad_ID_1_405~TS-B-ID-142~IDPs migrate to Poland as result of war~-0.9903277288145308~6~Sim4
Triad_ID_1_406~TS-B-ID-142~Censorship of media by Donovia~0.009673090989870549~6~Sim4
Triad_ID_1_407~TS-B-ID-142~Low Morale of Donovian soldiers~-0.9903265232718627~6~Sim4
Triad_ID_1_408~TS-B-ID-142~Low Morale of Lithuanian civilians~-0.9903257590169633~6~Sim4
Triad_ID_1_871~TS-B-ID-153~NATO military actions in Lithuania~0.04279321610660915~6~Sim4
Triad_ID_1_872~TS-B-ID-153~Donovian military actions in Lithuania~-1.97790892831774~6~Sim4
Triad_ID_1_873~TS-B-ID-153~IDPs migrate to Poland as result of war~-0.9779064795747886~6~Sim4
Triad_ID_1_874~TS-B-ID-153~Censorship of media by Donovia~0.02208878239857774~6~Sim4
Triad_ID_1_875~TS-B-ID-153~Low Morale of Donovian soldiers~-0.9779081240496238~6~Sim4
Triad_ID_1_876~TS-B-ID-153~Low Morale of Lithuanian civilians~-0.9779025618850459~6~Sim4
Triad_ID_1_571~TS-B-ID-167~NATO military actions in Lithuania~0.006350247166752023~6~Sim4
Triad_ID_1_572~TS-B-ID-167~Donovian military actions in Lithuania~-1.9968111776223905~6~Sim4
Triad_ID_1_573~TS-B-ID-167~IDPs migrate to Poland as result of war~-0.9968099816175936~6~Sim4
