triad_id~triad_stack_id~topic_id~stance~tick~simulation_id
Triad_ID_1_1419~TS-B-ID-1~NATO propaganda~2~3~Sim0
Triad_ID_1_1420~TS-B-ID-1~Donovian propaganda~-3~3~Sim0
Triad_ID_1_1421~TS-B-ID-1~Donovian propaganda~-2~3~Sim0
Triad_ID_1_1422~TS-B-ID-1~Donovian propaganda~0~3~Sim0
Triad_ID_1_1423~TS-B-ID-1~NATO war crimes~-2~3~Sim0
Triad_ID_1_1424~TS-B-ID-1~NATO war crimes~-1~3~Sim0
Triad_ID_1_1425~TS-B-ID-1~Donovian war crimes~-3~3~Sim0
Triad_ID_1_1426~TS-B-ID-1~Donovian war crimes~-1.0008005~3~Sim0
Triad_ID_1_1427~TS-B-ID-1~Donovian war crimes~-3.0000000000000003E-4~3~Sim0
Triad_ID_3_6085~TS-B-ID-1~NATO propaganda~2.3000000000000003~3~Sim0
Triad_ID_3_6086~TS-B-ID-1~NATO propaganda~2.2~3~Sim0
Triad_ID_3_6087~TS-B-ID-1~Donovian propaganda~-3~3~Sim0
Triad_ID_3_6088~TS-B-ID-1~Donovian propaganda~-3~3~Sim0
Triad_ID_3_6089~TS-B-ID-1~Donovian propaganda~-1.7999999999999998~3~Sim0
Triad_ID_3_6090~TS-B-ID-1~Donovian propaganda~-1.7999999999999998~3~Sim0
Triad_ID_3_6091~TS-B-ID-1~Donovian propaganda~0.2~3~Sim0
Triad_ID_3_6092~TS-B-ID-1~Donovian propaganda~0.30000000000000004~3~Sim0
Triad_ID_3_6093~TS-B-ID-1~NATO war crimes~-1.1999999999999993~3~Sim0
Triad_ID_3_6094~TS-B-ID-1~NATO war crimes~-1.3999999999999995~3~Sim0
Triad_ID_3_6095~TS-B-ID-1~NATO war crimes~-0.40000000000000013~3~Sim0
Triad_ID_3_6096~TS-B-ID-1~NATO war crimes~-0.40000000000000013~3~Sim0
Triad_ID_1_1483~TS-B-ID-2~NATO military actions in Lithuania~-1~3~Sim0
Triad_ID_1_1484~TS-B-ID-2~NATO military actions in Lithuania~0~3~Sim0
Triad_ID_1_1485~TS-B-ID-2~Donovian military actions in Lithuania~-2~3~Sim0
Triad_ID_1_1486~TS-B-ID-2~Donovian military actions in Lithuania~0~3~Sim0
Triad_ID_1_1487~TS-B-ID-2~Donovian military actions in Lithuania~1~3~Sim0
Triad_ID_1_1488~TS-B-ID-2~IDPs migrate to Poland as result of war~-1~3~Sim0
Triad_ID_1_1489~TS-B-ID-2~IDPs migrate to Poland as result of war~1~3~Sim0
Triad_ID_1_1490~TS-B-ID-2~NATO Propaganda~0~3~Sim0
Triad_ID_1_1491~TS-B-ID-2~NATO Propaganda~0~3~Sim0
Triad_ID_1_1492~TS-B-ID-2~Donovian Propaganda~-1~3~Sim0
Triad_ID_1_1493~TS-B-ID-2~Donovian Propaganda~0~3~Sim0
Triad_ID_1_1494~TS-B-ID-2~Donovian Propaganda~2~3~Sim0
Triad_ID_1_1495~TS-B-ID-2~NATO War Crimes~-2~3~Sim0
Triad_ID_1_1496~TS-B-ID-2~NATO War Crimes~0~3~Sim0
Triad_ID_1_1497~TS-B-ID-2~Donovian War Crimes~-3~3~Sim0
Triad_ID_1_1498~TS-B-ID-2~Donovian War Crimes~-1~3~Sim0
Triad_ID_1_1499~TS-B-ID-2~Donovian War Crimes~1~3~Sim0
Triad_ID_3_6097~TS-B-ID-2~NATO military actions in Lithuania~-2~3~Sim0
Triad_ID_3_6098~TS-B-ID-2~NATO military actions in Lithuania~0~3~Sim0
Triad_ID_3_6099~TS-B-ID-2~NATO military actions in Lithuania~1~3~Sim0
Triad_ID_3_6100~TS-B-ID-2~Donovian military actions in Lithuania~-1~3~Sim0
